COMPRESSIONE SENZA VLS CON TUTTI I DATASET TROVATI DA NOI E I CODEC DEL GRUPPO 2022 (NO RANDOM) 

Dataset,Algoritmo,Rapporto compressione,Tempo compressione,Dimensione iniziale,Dimensione finale
Blob,HEVC,2.6449508712717194,16.23083806037903,53655722,20286094
Blob,VP9,1.123785830728987,46.23734927177429,53655722,47745505
Blob,AV1,2.312778638014776,1425.335263967514,53655722,23199679
Blob,FFV1,1.642461800229008,1.4673376083374023,53655722,32667866
Blob,HUFFYUV,0.8233617998411458,0.2847006320953369,53655722,65166640
Blob,UTVIDEO,1.0029027808416164,0.3693361282348633,53655722,53500422
Car,HEVC,2.1490745692835134,15.364486455917358,63500677,29547917
Car,VP9,1.4085576663016952,32.35633850097656,63500677,45082057
Car,AV1,1.7537920653934862,2647.557767868042,63500677,36207643
Car,FFV1,1.756766438870436,2.3305904865264893,63500677,36146340
Car,HUFFYUV,0.9703861031922336,0.33730626106262207,63500677,65438568
Car,UTVIDEO,1.1949454871680594,0.5114650726318359,63500677,53141066
Cobblestone,HEVC,2.0441755051330364,21.64112639427185,102795656,50287099
Cobblestone,VP9,1.232009191081075,39.56116247177124,102795656,83437410
Cobblestone,AV1,2.0065501013497022,1597.5059344768524,102795656,51230047
Cobblestone,FFV1,1.365803558376871,2.540403366088867,102795656,75263866
Cobblestone,HUFFYUV,1.028786543832102,0.26723408699035645,102795656,99919324
Cobblestone,UTVIDEO,1.052354537009853,0.34031033515930176,102795656,97681582
Dice,HEVC,1.0073652621220743,2.9306564331054688,3131543,3108647
Dice,VP9,0.9273364916335053,8.07881760597229,3131543,3376922
Dice,AV1,0.990375635480989,95.82384395599365,3131543,3161975
Dice,FFV1,1.447525996405618,0.2289257049560547,3131543,2163376
Dice,HUFFYUV,0.2892456053559995,0.0940859317779541,3131543,10826588
Dice,UTVIDEO,0.4699308416561147,0.11710643768310547,3131543,6663838
Fish,HEVC,2.10969002583357,2.4699225425720215,7357987,3487710
Fish,VP9,1.7264476622407303,5.931105613708496,7357987,4261923
Fish,AV1,1.9460616250410279,125.6047043800354,7357987,3780963
Fish,FFV1,1.2277893711765007,0.36233067512512207,7357987,5992874
Fish,HUFFYUV,0.5183516388760753,0.12811684608459473,7357987,14194972
Fish,UTVIDEO,0.6588890813164409,0.1381242275238037,7357987,11167262
Mannequin,HEVC,1.099189458855302,25.170679330825806,79968924,72752630
Mannequin,VP9,1.0855912303465398,40.57846260070801,79968924,73663937
Mannequin,AV1,1.2632031383082776,1962.7583122253418,79968924,63306464
Mannequin,FFV1,1.5612726849315968,1.7055542469024658,79968924,51220344
Mannequin,HUFFYUV,0.9214780019258078,0.28826212882995605,79968924,86783324
Mannequin,UTVIDEO,0.9968878778623016,0.41537928581237793,79968924,80218574
Messerschmitt,HEVC,1.3708222710703422,4.027045249938965,8859161,6462662
Messerschmitt,VP9,0.9733253921796116,11.247243881225586,8859161,9101952
Messerschmitt,AV1,1.089995124086043,201.96349239349365,8859161,8127707
Messerschmitt,FFV1,1.7204485941089058,0.3783454895019531,8859161,5149332
Messerschmitt,HUFFYUV,0.7535758262644175,0.11710667610168457,8859161,11756164
Messerschmitt,UTVIDEO,1.0279917567211616,0.13412094116210938,8859161,8617930
