ArtGallery2,FFV1,1.0,inf
ArtGallery2,HEVC,1.0,inf
ArtGallery2,HUFFYUV,1.0,inf
ArtGallery2,UTVIDEO,1.0,inf
ArtGallery2,VP9,1.0,inf
ArtGallery2,HEVC-VS,0.9667943053309874,40.40895162527208
ArtGallery2,VP9-VS,0.9950130921288665,51.75568794312023
ArtGallery2,FLV1,0.9145840651273804,31.713278973718612
ArtGallery2,CLJR,0.8408275780698703,31.07009018726218
ArtGallery2,MPEG4,0.9081462006458164,31.46807718059079
ArtGallery2,MJPEG,0.9247351905289725,33.805377024640904
ArtGallery2,ProRes,0.9921206911769627,46.0549917126516
ArtGallery2,MagicYUV,1.0,inf
ArtGallery2,FFVHUFF,1.0,inf
ArtGallery2,LCL,1.0,inf
ArtGallery2_random,FFV1,1.0,inf
ArtGallery2_random,HEVC,1.0,inf
ArtGallery2_random,HUFFYUV,1.0,inf
ArtGallery2_random,UTVIDEO,1.0,inf
ArtGallery2_random,VP9,1.0,inf
ArtGallery2_random,HEVC-VS,0.9635798854442619,39.10712701947296
ArtGallery2_random,VP9-VS,0.9952143269425058,51.968563227892346
ArtGallery2_random,FLV1,0.9065977026990643,30.92069792923581
ArtGallery2_random,CLJR,0.8408039839153262,31.070014427706564
ArtGallery2_random,MPEG4,0.89782024625979,30.548584883944475
ArtGallery2_random,MJPEG,0.9247192252134196,33.801917292628914
ArtGallery2_random,ProRes,0.9921206911769627,46.05499171265162
ArtGallery2_random,MagicYUV,1.0,inf
ArtGallery2_random,FFVHUFF,1.0,inf
ArtGallery2_random,LCL,1.0,inf
Dragons,FFV1,1.0,inf
Dragons,HEVC,1.0,inf
Dragons,HUFFYUV,1.0,inf
Dragons,UTVIDEO,1.0,inf
Dragons,VP9,1.0,inf
Dragons,HEVC-VS,0.9773005202583473,36.8229062144362
Dragons,VP9-VS,0.9988589772575636,55.02634703662296
Dragons,FLV1,0.9063103961489382,29.77931950357504
Dragons,CLJR,0.8788972594412693,30.631497491721095
Dragons,MPEG4,0.9038710437318034,29.734881741757064
Dragons,MJPEG,0.9077360976546871,31.2349360711943
Dragons,ProRes,0.9917442003184915,41.727066409265724
Dragons,MagicYUV,1.0,inf
Dragons,FFVHUFF,1.0,inf
Dragons,LCL,1.0,inf
Dragons_random,FFV1,1.0,inf
Dragons_random,HEVC,1.0,inf
Dragons_random,HUFFYUV,1.0,inf
Dragons_random,UTVIDEO,1.0,inf
Dragons_random,VP9,1.0,inf
Dragons_random,HEVC-VS,0.975885974080708,36.42490533495562
Dragons_random,VP9-VS,0.9988223783099476,54.76726105486513
Dragons_random,FLV1,0.9024106004915876,29.637755968138546
Dragons_random,CLJR,0.8788793425687759,30.631647195958035
Dragons_random,MPEG4,0.8994065068037931,29.564103585275255
Dragons_random,MJPEG,0.9076236427088487,31.232355737311675
Dragons_random,ProRes,0.9917442003184918,41.727066409265724
Dragons_random,MagicYUV,1.0,inf
Dragons_random,FFVHUFF,1.0,inf
Dragons_random,LCL,1.0,inf
Fish,FFV1,1.0,inf
Fish,HEVC,1.0,inf
Fish,HUFFYUV,1.0,inf
Fish,UTVIDEO,1.0,inf
Fish,VP9,1.0,inf
Fish,HEVC-VS,0.992153762105795,38.26980285725208
Fish,VP9-VS,0.999490770610091,57.67002163389599
Fish,FLV1,0.9453451383183229,27.973747188065442
Fish,CLJR,0.9455427399332149,28.434652375899034
Fish,MPEG4,0.9445926106193014,27.899343466751496
Fish,MJPEG,0.9537835019268553,31.88481610481818
Fish,ProRes,0.9957344210082405,41.750187592235804
Fish,MagicYUV,1.0,inf
Fish,FFVHUFF,1.0,inf
Fish,LCL,1.0,inf
Fish_random,FFV1,1.0,inf
Fish_random,HEVC,1.0,inf
Fish_random,HUFFYUV,1.0,inf
Fish_random,UTVIDEO,1.0,inf
Fish_random,VP9,1.0,inf
Fish_random,HEVC-VS,0.9917453327796503,38.076689871424875
Fish_random,VP9-VS,0.9994855799229967,57.6740540980071
Fish_random,FLV1,0.9424735869723689,27.791614645929815
Fish_random,CLJR,0.9454712833987586,28.43409601444924
Fish_random,MPEG4,0.9414464681557463,27.737734346397314
Fish_random,MJPEG,0.953741359444143,31.88276784544788
Fish_random,ProRes,0.9957344210082405,41.750187592235804
Fish_random,MagicYUV,1.0,inf
Fish_random,FFVHUFF,1.0,inf
Fish_random,LCL,1.0,inf
Dice,FFV1,1.0,inf
Dice,HEVC,1.0,inf
Dice,HUFFYUV,1.0,inf
Dice,UTVIDEO,1.0,inf
Dice,VP9,1.0,inf
Dice,HEVC-VS,0.9883950037662589,39.48634009429281
Dice,VP9-VS,0.9995794708043184,59.59696174234168
Dice,FLV1,0.9436255038656932,30.694297909591874
Dice,CLJR,0.8075092711157628,30.55929614893847
Dice,MPEG4,0.9428290374661636,30.593438614698492
Dice,MJPEG,0.9557590918028778,34.313258068370025
Dice,ProRes,0.9981506134177301,49.13395370667432
Dice,MagicYUV,1.0,inf
Dice,FFVHUFF,1.0,inf
Dice,LCL,1.0,inf
Dice_random,FFV1,1.0,inf
Dice_random,HEVC,1.0,inf
Dice_random,HUFFYUV,1.0,inf
Dice_random,UTVIDEO,1.0,inf
Dice_random,VP9,1.0,inf
Dice_random,HEVC-VS,0.9883065243957649,39.356804821994594
Dice_random,VP9-VS,0.9995739903813692,59.57292304881445
Dice_random,FLV1,0.9418969061712701,30.620310108463872
Dice_random,CLJR,0.8075583587760695,30.559485096682664
Dice_random,MPEG4,0.9398301451864033,30.541847642061892
